Literal Lemma,MariT sense,IWN sense,Gloss S. (WM),Total S.,T. Relation S.,Mariterm ID,ItalWN ID,Mariterm Gloss,ItalWN Gloss,MariTerm Relations,ItalWN Relations,bonus,malus,missing_relations,no_gloss_relations,bonus_relations
situazione,1,1,0.04918819580530705,-0.6108118041946929,0,N#2679,N#25030,condizione  in cui si trova una cosa o una persona  circostanza in cui si verifica un evento,stato  condizione  insieme di circostanze,"[""has_hyponym, assetto, modo in cui i pesi sono distribuiti su un'imbarcazione. (Score: 0.00)"", 'has_hyponym, sicurezza, la sicurezza intesa come prevenzione degli incidenti (infortuni sul lavoro  salvaguardia della vita umana ma anche di un bene  come ad esempio una nave da collisioni  naufragi etc...)  per la sicurezza dei lavoratori nei luoghi di lavoro v.D.L.626/94. (Score: 0.00)']","['has_hyperonym, condizione, modo di essere  di trovarsi  stato  modo di essere  di trovarsi: situazione (Score: 0.00)', ""has_hyponym, agitazione, confusione  disturbo dell'ordine pubblico  disturbo della pace pubblica (Score: 0.00)"", 'has_hyponym, anarchia, situazione di disordine e confusione per mancanza o insufficienza di governo. (Score: 0.00)', 'has_hyponym, antagonismo, situazione o atteggiamento di competitività  anche ostile  che si protrae nel tempo. (Score: 0.00)', 'has_hyponym, aspettativa, situazione di un impiegato che sia esentato dal prestare servizio per un certo periodo (Score: 0.00)', 'has_hyponym, attrattiva, cosa o o situazione che attrae. (Score: 0.00)', 'has_hyponym, bisogno, situazione a cui si deve fare fronte  situazione cui si deve far fronte (Score: 0.00)', 'has_hyponym, buriana, confusione  situazione caotica  situazione confusa e caotica (Score: 0.00)', ""has_hyponym, congiuntura, stato in cui si trova l'economia di un paese  di una azienda  ecc..  stato in cui si trova l'economia di un paese  di una azienda etc. (Score: 0.00)"", 'has_hyponym, contrarietà, situazione sfavorevole  avversa. (Score: 0.00)', 'has_hyponym, cosa, fatto  situazione  avvenimento (Score: 0.00)', 'has_hyponym, emergenza, situazione critica. (Score: 0.00)', 'has_hyponym, faccenda, caso  circostanza  situazione (Score: 0.00)', 'has_hyponym, farsa, situazione che cade nel ridicolo. (Score: 0.00)', 'has_hyponym, fattispecie, situazione tipica definita in modo generale dalla legge (Score: 0.00)', 'has_hyponym, frangente, situazione difficile o dolorosa. (Score: 0.00)', 'has_hyponym, galera, luogoo o situazione opprimente. (Score: 0.00)', 'has_hyponym, garbuglio, situazione intricata  non chiara (Score: 0.00)', 'has_hyponym, ginepraio, situazione problematica e difficile (Score: 0.00)', 'has_hyponym, gioco, nei giochi di carte  la situazione in cui si trova il giocatore. (Score: 0.00)', 'has_hyponym, giuridicità, situazione in cui le leggi regolano la vita collettiva (Score: 0.00)', ""has_hyponym, happening, situazione strana e aperta all'improvvisazione (Score: 0.00)"", 'has_hyponym, impasse, situazione difficile  punto morto  situazione senza sbocco. (Score: 0.00)', 'has_hyponym, incognita, fatto o situazione imprevedibile. (Score: 0.00)', 'has_hyponym, incubo, una situazione terribile (Score: 0.00)', ""has_hyponym, inferno, situazione morale in cui ci si sente come all'inferno (Score: 0.00)"", 'has_hyponym, leadership, la condizione del leader (Score: 0.00)', 'has_hyponym, litispendenza, situazione in cui due processi identici si svolgono contemporaneamente  davanti a giudici diversi (Score: 0.00)', 'has_hyponym, normalità, situazione normale  consueta  abituale (Score: 0.00)', 'has_hyponym, onore, situazione  merito che rende onorati. (Score: 0.00)', 'has_hyponym, opposito, caso  situazione contraria. (Score: 0.00)', 'has_hyponym, pacchia, situazione comoda e gradevole. (Score: 0.00)', 'has_hyponym, palude, situazione poco chiara  faticosa  dalla quale è difficile uscire. (Score: 0.00)', 'has_hyponym, pania, situazione da cui è difficile uscire. (Score: 0.00)', 'has_hyponym, pantomima, messinscena fatta per ingannare o confondere (Score: 0.00)', ""has_hyponym, pareggio, situazione in cui non c'è un vincitore. (Score: 0.00)"", 'has_hyponym, problema, per estens.  situazione difficile o complicata da superare (Score: 0.00)', 'has_hyponym, sballo, nel gergo giovanile  euforia  situazione eccitante. (Score: 0.00)', 'has_hyponym, scomodità, situazione scomoda  spiacevole. (Score: 0.00)', 'has_hyponym, situazione_di_mercato, No Gloss (Score: 0.00)', 'has_hyponym, situazione_politica, No Gloss (Score: 0.00)', 'has_hyponym, sopravvento, situazione obiettivamente vantaggiosa. (Score: 0.00)', 'has_hyponym, stretta, situazione critica. (Score: 0.00)', 'has_hyponym, strettoia, situazione difficile  scomoda. (Score: 0.00)', 'has_hyponym, svantaggio, situazione obiettivamente sfavorevole (Score: 0.00)', 'has_hyponym, torbido, No Gloss (Score: 0.00)', ""has_hyponym, triangolo, situazione che si viene a creare in una coppia se uno dei due partner ha una relazione con un'altra persona. (Score: 0.00)"", 'has_hyponym, tunnel, situazione difficile e angosciosa (Score: 0.00)', 'has_hyponym, turn_over, ricambio della manodopera (Score: 0.00)', 'has_hyponym, urgenza, situazione grave (Score: 0.00)', 'has_hyponym, viavai, situazione in cui  molte persone vanno e vengono continuamente in un certo luogo. (Score: 0.00)']",0,-0.66,"['assetto', 'sicurezza']",[],[]
Siviglia,1,1,0.0,0.0,0,NP#1281,NP#47702,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
skipper,1,1,-0.03344075339205145,-0.36344075339205145,0,N#1728,N#11337,capitano delle imbarcazioni da diporto nelle regate chi dirige le manovre,[FALLBACK] sportivo  chi si dedica allo sport,"['has_hyperonym, capitano, comandante di una nave della Marina mercantile. (Score: 0.00)']","['has_hyperonym, sportivo, sportivo  chi si dedica allo sport (Score: 0.00)']",0,-0.33,['capitano'],[],[]
Smirne,1,1,0.0,0.0,0,NP#1282,NP#46689,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
sopravvento,1,2,0.0,-0.33,0,N#313,N#9536,lato della barca che si trova nella direzione da cui spira il vento,situazione obiettivamente vantaggiosa,"['has_hyperonym, bordo, fianco della nave o di qualsiasi imbarcazione (Score: 0.00)']","['has_hyperonym, situazione, stato  condizione  insieme di circostanze (Score: 0.00)', 'has_hyponym, privilegio, diritto  vantaggio speciale. (Score: 0.00)', 'has_hyponym, pro, No Gloss (Score: 0.00)']",0,-0.33,['bordo'],[],[]
Southampton,1,1,0.0,0.0,0,NP#1283,NP#48314,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Spalato,1,1,0.0,0.0,0,NP#2338,NP#48116,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
sperone,1,3,0.0,-0.33,0,N#1876,N#50189,parte prominente della prua,ispessimento di forma conica che sporge sulle zampe dei galli e di altri uccelli,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)']","['has_hyperonym, ispessimento, No Gloss (Score: 0.00)']",0,-0.33,['parte'],[],[]
spiegare,1,6,0.0,-0.33,0,V#1709,V#36752,distendere le vele o una bandiera al vento,ordinare unità in in formazione da combattimento mil,"['has_hyperonym, mandare via, rimuovere da un luogo. (Score: 0.00)']","['has_hyperonym, disporre, collocare in un certo ordine o in un certo modo  secondo certe regole. (Score: 0.00)']",0,-0.33,['mandare via'],[],[]
stabilità,1,1,0.0,-0.66,0,N#1743,N#7091,requisito indispensabile  che deve possedere una nave o imbarcazione  di poter tornare immediatamente nella posizione di equilibrio dopo una inclinazione,l essere stabile,"['has_hyponym, stabilità longitudinale, stabilità che reagisce al beccheggio. (Score: 0.00)', 'has_hyponym, stabilità trasversale, stabilità che reagisce al rollio (è la più importante).  (Score: 0.00)']","['xpos_near_synonym, stabile, saldo  solido (Score: 0.00)', 'has_hyperonym, attributo, caratteristica di persona o cosa che ne determina e identifica la natura (Score: 0.00)']",0,-0.66,"['stabilità longitudinale', 'stabilità trasversale']",[],[]
Stavanger,1,1,0.0,0.0,0,NP#1285,NP#45856,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Stettino,1,1,0.0,0.0,0,NP#1286,NP#48055,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Stoccolma,1,1,0.0,0.0,0,NP#2431,NP#46507,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
stopper,1,1,0.0502157260766629,0.0502157260766629,0,N#1748,N#3382,attrezzo in grado di bloccare le scotte  normalmente formato da una ganascia  azionata con una leva  che frena la scotta dentro una apposita guida,giocatore che  nel calcio  ha il ruolo di marcare strettamente il centravanti vversario,[],"['has_hyperonym, giocatore, atleta che pratica giochi sportivi. (Score: 0.00)']",0,0,[],[],[]
strato,2,2,0.12536693798731732,-0.5346330620126827,0,N#1529,N#17277,tipo di nuvola,in archeologia  un singolo livello di scavo,"[""has_hyperonym, nube, ammasso di vapori che si raccolgono nell'atmosfera (Score: 0.00)"", 'has_hyponym, stratocumulo, nuvola bassa  densa e scura a forma di grosso globo o di rotolo. (Score: 0.00)']","['has_hyperonym, piano, punto in una scala di valori  il grado come livello in una scala di valori (Score: 0.00)']",0,-0.66,"['nube', 'stratocumulo']",[],[]
stuoia,1,1,-0.1,-0.43000000000000005,0,N#1754,N#26532,"spesso materiale tessuto formato da fibre di vetro o altro kevlar  carbonio  etc con cui si costruiscono gli scafi in fibra
",[FALLBACK] piccola stuoia,"['has_hyperonym, materiale, materia  sostanza necessaria per un certo lavoro o per certe attrezzature. (Score: 0.00)']","['has_hyperonym, stoffa, tessuto di lana  cotone e simili per fare abiti  tappezzerie o altro.  il manufatto ricavato dalla tessitura. (Score: 0.00)', 'has_hyponym, stuoino, piccola stuoia (Score: 0.00)']",0,-0.33,['materiale'],[],[]
Sud_America,1,1,0.0,0.0,0,NP#2635,NP#45876,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Sunderland,1,1,0.0,0.0,0,NP#1287,NP#47841,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
sventare,1,1,-0.054426387288247315,-0.38442638728824735,0,V#1708,V#39838,"allascare completamente una vela per sottrarla alla spinta del vento  facendola fileggiare in modo da poterla agevolmente ammainare o terzarolare  oppure per ridurre la velocità del veliero 
",[FALLBACK] causare un cambiamento in un processo o uno stato (seguito da un infinito).,"['has_hyperonym, allascare, allentare la tensione su un cavo o slegarlo rilasciandolo completamente. (Score: 0.00)']","['has_hyperonym, fare, causare un cambiamento in un processo o uno stato (seguito da un infinito). (Score: 0.00)']",0,-0.33,['allascare'],[],[]
Swansea,1,1,0.0,0.0,0,NP#1288,NP#45852,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Sydney,2,2,0.0,0.0,0,NP#1321,NP#46456,[FALLBACK] ,città del canada,[],[],0,0,[],[],[]
Tacoma,1,1,0.0,0.0,0,NP#1289,NP#48384,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
tagliamare,1,1,0.0,-0.33,0,N#1693,N#22932,estremità prodiera della chiglia  è la parte che fende le acque,spigolo di un componente dello scafo,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)']","['has_hyperonym, angolo, ogni parte di un oggetto che abbia la forma di un angolo (Score: 0.00)']",0,-0.33,['parte'],[],[]
Tallin,1,1,0.0,0.0,0,NP#1290,NP#47454,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Tampa,1,1,0.0,0.0,0,NP#1291,NP#47681,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Tangeri,1,1,0.0,0.0,0,NP#1292,NP#48173,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Taranto,1,1,0.0,0.0,0,NP#1244,NP#47018,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Tarragona,1,1,0.0,0.0,0,NP#1293,NP#47941,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Tavolara-Punta_Coda_Cavallo,1,1,0.0,0.0,0,NP#2597,NP#46781,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
tavoletta,1,1,0.0,0.0,0,N#1757,N#7985,"pezzo di materiale sintetico a forma di triangolo  che viene cucito sulla parte superiore della randa per renderla più resistente
",piccola tavola,[],"['has_hyperonym, asse, tavola  asse rettangolare di legno. (Score: 0.00)', 'has_hyponym, battola, tavoletta di legno con maniglie che agitate producono rumore  usato nelle funzioni religiose e dai cacciatori (Score: 0.00)', 'has_hyponym, ciak, tavoletta di legno con un listello battente su cui sono scritte le informazioni necessarie a individuare una determinata scena (Score: 0.00)', 'has_hyponym, sparviero, tavoletta usata dai muratori (Score: 0.00)', 'has_hyponym, tagliere, piccola tavola di legno che si usa per tagliare o triturare cibi (Score: 0.00)']",0,0,[],[],[]
periodo,1,3,0.11031569691241044,-1.5396843030875897,0,N#2272,N#12098,periodo  ciascuna delle parti in cui si può dividere la durata di qualcosa,insieme di frasi musicali collegate in successione logica,"['has_hyperonym, tempo, successione illimitata di istanti in cui si svolgono gli eventi e le variazioni delle cose. (Score: 0.00)', 'has_hyponym, fase, in astron. ognuno degli aspetti che assume un astro a seconda della sua posizione rispetto al Sole e alla Terra. (Score: 0.00)', 'has_hyponym, partenza, il momento in cui un veicolo  spec. un mezzo di trasporto collettivo  si mette in movimento: la partenza della navetta. (Score: 0.00)', 'has_hyponym, periodo estivo: fino a 2 partenze giornaliere., No Gloss (Score: 0.00)', 'has_hyponym, tempo, parte di uno spettacolo o di una manifestazione sportiva (Score: 0.00)']","['has_hyperonym, strofa, insieme di più versi uniti in base a un determinato tipo di relazione.  (Score: 0.00)', 'has_hyponym, couplet, periodo musicale in alternanza con il ritornello (Score: 0.00)']",0,-1.6500000000000001,"['tempo', 'fase', 'partenza', 'periodo estivo: fino a 2 partenze giornaliere.', 'tempo']",[],[]
Terneuzen,1,1,0.0,0.0,0,NP#1294,NP#46661,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
terzarolare,1,1,-0.1,-0.76,0,V#1700,V#34163,prendere una mano di terzaroli  cioè ridurre la superficie esposta della randa,[FALLBACK] rendere minore in quantità o in intensità.,"['has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)', 'has_xpos_hyperonym, manovra, azione o insieme di azioni per dirigere o modificare il movimento di una nave o di una imbarcazione. Per effettuare una manovra si utilizzano il timone  le ancore ed il sistema di propulsione (motore ed eliche) oppure le vele nei velieri. (Score: 0.00)']","['has_hyperonym, minorare, rendere minore in quantità o in intensità. (Score: 0.00)']",0,-0.66,"['manovrare', 'manovra']",[],[]
tesare,1,1,0.015215543377931226,-0.3147844566220688,0,V#583,V#33110,tendere o recuperare una cima,[FALLBACK] spostare con sforzo in una direzione.,"['has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)']","['has_hyperonym, tirare, spostare con sforzo in una direzione. (Score: 0.00)']",0,-0.33,['manovrare'],[],[]
Tirreno,1,1,0.0,0.0,0,NP#1962,NP#46093,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Toronto,1,1,0.0,0.0,0,NP#2160,NP#45670,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Torre_Guaceto,1,1,0.0,0.0,0,NP#2598,NP#48404,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
traghettare,1,2,0.0,-0.33,0,V#451,V#34037,[FALLBACK] ,[FALLBACK] ,"['has_hyperonym, trasportare, No Gloss (Score: 0.00)']","['has_hyperonym, traversare, No Gloss (Score: 0.00)']",0,-0.33,['trasportare'],[],[]
Trapani,1,1,0.0,0.0,0,NP#2395,NP#48496,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
trapezio,1,3,0.06997254341808111,0.06997254341808111,0,N#945,N#8513,imbragatura usata dai prodieri delle piccole imbarcazioni da regata  per porgersi fuoribordo,nelle imbarcazioni a vela  imbrago fissato all albero  al quale il prodiere si assicura per sporgersi dall imbarcazione e conferirle maggiore stabilità,[],"[""has_hyperonym, utensile, arnese atto all'esecuzione di determinate operazioni proprie di un'arte  di un mestiere o di una tecnica. (Score: 0.00)""]",0,0,[],[],[]
traversino,1,1,-0.1,-0.43000000000000005,0,N#932,N#18153,robusto cavetto di acciaio usato per ormeggio e tonneggio,[FALLBACK] cavo o catena con cui si ormeggia un'imbarcazione.,"['has_hyperonym, corda, prodotto flessibile per legare e assicurare (Score: 0.00)']","[""has_hyperonym, ormeggio, cavo o catena con cui si ormeggia un'imbarcazione. (Score: 0.00)""]",0,-0.33,['corda'],[],[]
traverso,1,2,-0.1,-0.1,0,N#1720,N#19068,direzione perpendicolare a quella della chiglia  nei due lati dell imbarcazione si dice comunemente traverso di dritta e traverso di sinistra,[FALLBACK] cosa costruita,[],"['has_hyperonym, struttura, cosa costruita (Score: 0.00)']",0,0,[],[],[]
Trebisonda,1,1,0.0,0.0,0,NP#1295,NP#46727,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Trieste,1,1,0.0,0.0,0,NP#2396,NP#46692,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
trincarino,1,1,0.0,-0.33,0,N#1761,N#30356,nelle imbarcazioni classiche in legno indica una trave di rinforzo che corre longitudinalmente a sostegno della coperta,parte del fasciame dello scafo,"[""has_hyperonym, trave, elemento delle costruzioni costituito da un tronco d'albero squadrato o da analoghe strutture in acciaio o cemento armato. (Score: 0.00)""]","['has_hyperonym, partizione, ciascuna delle porzioni o degli elementi in cui è diviso un tutto (Score: 0.00)']",0,-0.33,['trave'],[],[]
tubo,2,4,0.05064018498706507,-0.27935981501293494,0,N#2193,N#26059,oggetto cilindrico  usato per condutture,[FALLBACK] oggetto materiale  concreto,"['has_hyperonym, prodotto siderurgico, No Gloss (Score: 0.00)']","['has_hyperonym, oggetto, oggetto materiale  concreto (Score: 0.00)']",0,-0.33,['prodotto siderurgico'],[],[]
tuga,1,1,0.06502982279324718,0.06502982279324718,0,N#1764,N#31060,nelle navi identifica qualsiasi sovrastruttura chiusa elevata su un ponte  ad esempio per un passaggio coperto o per proteggere attrezzature,bordo di imbarcazioni  sovrastruttura coperta sul ponte di una nave,[],"['has_hyperonym, partizione, ciascuna delle porzioni o degli elementi in cui è diviso un tutto (Score: 0.00)']",0,0,[],[],[]
Tunisi,1,1,0.0,0.0,0,NP#2261,NP#47166,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Turku,1,1,0.0,0.0,0,NP#1296,NP#46938,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
uragano,2,2,0.0,0.0,0,N#2095,N#31008,distruzione di edifici  manufatti  ecc  in mare la schiuma e gli spruzzi riducono assai la visibilità velocità del vento oltre 118 km orari grado 12 della scala beaufort,rumore fragoroso,[],"['has_hyperonym, strepito, No Gloss (Score: 0.00)']",0,0,[],[],[]
Ustica,2,3,0.0,0.0,0,NP#2599,NP#47125,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Varna,1,1,0.0,0.0,0,NP#1297,NP#47698,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Vasteras,1,1,0.0,0.0,0,NP#1298,NP#46471,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
velaccino,1,1,0.0,-0.33,0,N#133,N#30914,vela quadrata prima era triangolare,pennone,"['has_hyperonym, vela, ciascuno dei teli disposti verticalmente a bordo dei velieri in modo da ricevere la pressione del vento per utilizzarla come forza motrice. (Score: 0.00)']","['has_hyperonym, pennone, No Gloss (Score: 0.00)']",0,-0.33,['vela'],[],[]
Venezia,1,1,0.0,0.0,0,NP#1994,NP#45912,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Ventotene_e_Santo_Stefano,1,1,0.0,0.0,0,NP#2600,NP#46919,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
vernice,1,3,0.0,-0.66,0,N#1686,N#25428,pittura protettiva normalmente sintetica,tipo di pellame lucido e brillante  trattato con una particolare verniciatura,"['has_hyperonym, materiale, materia  sostanza necessaria per un certo lavoro o per certe attrezzature. (Score: 0.00)', ""has_hyponym, vernice antivegetativa, vernice che si stende sull'opera viva dell'imbarcazione per prevenire la formazione di alghe o incrostazioni. (Score: 0.00)""]","['has_hyperonym, pellame,  insieme di pelli conciate. (Score: 0.00)']",0,-0.66,"['materiale', 'vernice antivegetativa']",[],[]
visibilità,1,2,0.07995684019445397,-0.25004315980554603,0,N#1688,N#615,grado di trasparenza dell atmosfera a livello del mare e  misurata con una scala internazionale che va da 0 nebbia densissima al 9 visibilità eccellente,possibilità di percepire con l occhio nelle diverse condizioni ambientali,"[""has_hyperonym, fenomeno_atmosferico, fenomeno fisico che concerne l'atmosfera. (Score: 0.00)""]","[""has_hyperonym, possibilità, l'essere in grado di agire  di comportarsi in un certo modo  attitudine acquisita o innata a fare qualcosa. (Score: 0.00)""]",0,-0.33,['fenomeno_atmosferico'],[],[]
Vlissingen,1,1,0.0,0.0,0,NP#1299,NP#47534,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Waterford,1,1,0.0,0.0,0,NP#1300,NP#48453,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
